"a_fine_romance-0.mid",2,0,"FALSE",
"a_fine_romance-1.mid",2,108,"FALSE",
"a_fine_romance-2.mid",2,0,"FALSE",
"a_fine_romance-3.mid",2,0,"FALSE","TRUE"
"afternoon_in_paris-1.mid",2,0,"FALSE",
"afternoon_in_paris-25.mid",2,0,"FALSE",
"afternoon_in_paris-2.mid",,,"FALSE","TRUE"
"afternoon_in_paris-3.mid",,,"FALSE","TRUE"
"agua_de_beber-0.mid",2,0,"FALSE",
"agua_de_beber-20.mid",,,"FALSE","TRUE"
"agua_de_beber-21.mid",2,0,"FALSE",
"agua_de_beber-2.mid",,,"FALSE","TRUE"
"agua_de_beber-3.mid",,,"FALSE","TRUE"
"agua_de_beber-6.mid",,,"FALSE","TRUE"
"aint_misbehavin-0.mid",2,0,"FALSE",
"aint_misbehavin-10.mid",2,0,"FALSE",
"aint_misbehavin-12.mid",,,"FALSE","TRUE"
"aint_misbehavin-13.mid",,,"FALSE","TRUE"
"aint_misbehavin-14.mid",,,"FALSE","TRUE"
"aint_misbehavin-15.mid",,,"FALSE","TRUE"
"aint_misbehavin-16.mid",,,"FALSE","TRUE"
"aint_misbehavin-18.mid",,,"FALSE","TRUE"
"aint_misbehavin-1.mid",,,"FALSE","TRUE"
"aint_misbehavin-20.mid",,,"FALSE","TRUE"
"aint_misbehavin-21.mid",,,"FALSE","TRUE"
"aint_misbehavin-25.mid",,,"FALSE","TRUE"
"aint_misbehavin-28.mid",,,"FALSE","TRUE"
"aint_misbehavin-29.mid",,,"FALSE","TRUE"
"aint_misbehavin-2.mid",,,"FALSE","TRUE"
"aint_misbehavin-30.mid",,,"FALSE","TRUE"
"aint_misbehavin-32.mid",,,"FALSE","TRUE"
"aint_misbehavin-33.mid",,,"FALSE","TRUE"
"aint_misbehavin-3.mid",,,"FALSE","TRUE"
"aint_misbehavin-4.mid",,,"FALSE","TRUE"
"aint_misbehavin-5.mid",,,"FALSE","TRUE"
"aint_misbehavin-6.mid",,,"FALSE","TRUE"
"aint_misbehavin-7.mid",,,"FALSE","TRUE"
"aint_misbehavin-8.mid",,,"FALSE","TRUE"
"aint_misbehavin-9.mid",,,"FALSE","TRUE"
"aint_that_a_kick_in_the_head-0.mid",2,0,"FALSE",
"aint_that_a_kick_in_the_head-1.mid",,,"FALSE","TRUE"
"airegin-0.mid",2,0,"FALSE",
"airegin-1.mid",,,"FALSE","TRUE"
"airegin-2.mid",,,"FALSE","TRUE"
"airegin-3.mid",,,"FALSE","TRUE"
"alfie-1.mid",2,0,"FALSE",
"alfie-2.mid",,,"FALSE","TRUE"
"alfie-3.mid",,,"FALSE","TRUE"
"alfie-4.mid",,,"FALSE","TRUE"
"alfie-5.mid",,,"FALSE","TRUE"
"alfie-6.mid",,,"FALSE","TRUE"
"alfie-9.mid",,,"FALSE","TRUE"
"alice_in_wonderland-0.mid",,,"FALSE","TRUE"
"alice_in_wonderland-1.mid",,,"FALSE","TRUE"
"alice_in_wonderland-26.mid",,,"FALSE","TRUE"
"alice_in_wonderland-2.mid",,,"FALSE","TRUE"
"all_blues-0.mid",,,"FALSE","TRUE"
"all_blues-10.mid",,,"FALSE","TRUE"
"all_blues-15.mid",,,"FALSE","TRUE"
"all_blues-3.mid",,,"FALSE","TRUE"
"all_blues-5.mid",,,"FALSE","TRUE"
"all_blues-8.mid",,,"FALSE","TRUE"
"all_or_nothing_at_all-0.mid",,,"FALSE","TRUE"
"all_or_nothing_at_all-1.mid",,,"FALSE","TRUE"
"all_or_nothing_at_all-2.mid",,,"FALSE","TRUE"
"all_the_things_you_are-0.mid",,,"FALSE","TRUE"
"all_the_things_you_are-10.mid",,,"FALSE","TRUE"
"all_the_things_you_are-11.mid",,,"FALSE","TRUE"
"all_the_things_you_are-12.mid",,,"FALSE","TRUE"
"all_the_things_you_are-14.mid",,,"FALSE","TRUE"
"all_the_things_you_are-15.mid",,,"FALSE","TRUE"
"all_the_things_you_are-16.mid",,,"FALSE","TRUE"
"all_the_things_you_are-17.mid",,,"FALSE","TRUE"
"all_the_things_you_are-18.mid",,,"FALSE","TRUE"
"all_the_things_you_are-19.mid",,,"FALSE","TRUE"
"all_the_things_you_are-1.mid",,,"FALSE","TRUE"
"all_the_things_you_are-20.mid",,,"FALSE","TRUE"
"all_the_things_you_are-21.mid",,,"FALSE","TRUE"
"all_the_things_you_are-22.mid",,,"FALSE","TRUE"
"all_the_things_you_are-23.mid",,,"FALSE","TRUE"
"all_the_things_you_are-24.mid",,,"FALSE","TRUE"
"all_the_things_you_are-25.mid",,,"FALSE","TRUE"
"all_the_things_you_are-27.mid",,,"FALSE","TRUE"
"all_the_things_you_are-3.mid",,,"FALSE","TRUE"
"all_the_things_you_are-4.mid",,,"FALSE","TRUE"
"all_the_things_you_are-5.mid",,,"FALSE","TRUE"
"all_the_things_you_are-6.mid",,,"FALSE","TRUE"
